city,state,lat,lng
Oakdale,NE,42.0697291,-97.9692312
Orchard,NE,42.3355602,-98.242852
Hoskins,NE,42.1122261,-97.3061614
Winside,NE,42.176392,-97.1750483
Sholes,NE,42.3327792,-97.2944982
Rosalie,NE,42.0563826,-96.5125319
Pender,NE,42.1141648,-96.7072585
Winnebago,NE,42.2358272,-96.4725338
Thurston,NE,42.17722,-96.7008704
Walthill,NE,42.1483269,-96.4883663
Hyannis,NE,42.0005407,-101.7618438
Mullen,NE,42.0427753,-101.0426593
Bancroft,NE,42.0127727,-96.5728101
Beemer,NE,41.930001,-96.8117024
Meadow Grove,NE,42.028895,-97.733948
Pilger,NE,42.0086158,-97.0539311
Halsey,NE,41.9033332,-100.2690244
Seneca,NE,42.0433311,-100.8329274
Thedford,NE,41.978332,-100.5762518
Bartlett,NE,41.8852859,-98.5523003
Ericson,NE,41.7800087,-98.6773029
Dunning,NE,41.8286113,-100.1045775
Taylor,NE,41.7702829,-99.3787184
Craig,NE,41.7855467,-96.3639109
Decatur,NE,42.0074879,-96.2497439
Lewellen,NE,41.3313749,-102.1437951
Henry,NE,41.9985752,-104.0474487
Lyman,NE,41.9171885,-104.0391159
Mcgrew,NE,41.7466364,-103.4182717
Melbeta,NE,41.7816356,-103.5177186
Morrill,NE,41.9632982,-103.9263362
Terrytown,NE,41.8474678,-103.6616105
Primrose,NE,41.6230681,-98.2381225
Petersburg,NE,41.8533427,-98.0786758
Leigh,NE,41.7052868,-97.2380953
Howells,NE,41.7250059,-97.0028133
Richland,NE,41.4355664,-97.2125375
Rogers,NE,41.465284,-96.9150314
Lindsay,NE,41.7000097,-97.6939411
Cornlea,NE,41.6800092,-97.5664373
Creston,NE,41.7066754,-97.362543
Duncan,NE,41.3894574,-97.4947685
Monroe,NE,41.4741792,-97.5994926
Platte Center,NE,41.5375111,-97.4883783
Tarnov,NE,41.6158431,-97.5022682
Inglewood,NE,41.4163886,-96.5014142
Dodge,NE,41.7211147,-96.8828111
Nickerson,NE,41.534442,-96.470302
Winslow,NE,41.6091635,-96.5044699
Snyder,NE,41.7038909,-96.7886426
Uehling,NE,41.7341615,-96.505026
Arthur,NE,41.5716538,-101.691565
Wolbach,NE,41.3969577,-98.3942356
Scotia,NE,41.4664006,-98.7031344
Spalding,NE,41.6889002,-98.363404
Arnold,NE,41.4225018,-100.1934649
Berwyn,NE,41.3511185,-99.4995515
Comstock,NE,41.5565728,-99.2407465
Mason City,NE,41.2230641,-99.3003753
Merna,NE,41.483894,-99.7601181
Oconto,NE,41.1411186,-99.7631704
Gandy,NE,41.4697205,-100.4584735
Stapleton,NE,41.4802754,-100.5129196
Elyria,NE,41.6808417,-99.0062026
North Loup,NE,41.4952891,-98.773137
Arlington,NE,41.4524974,-96.3511329
Kennard,NE,41.4730512,-96.2033513
Herman,NE,41.6733239,-96.215017
Washington,NE,41.3974968,-96.2080754
Belgrade,NE,41.4730692,-98.0683949
Bellwood,NE,41.3427903,-97.2383727
Brainard,NE,41.1838999,-97.0039204
Linwood,NE,41.4122295,-96.9314206
Dwight,NE,41.0836209,-97.0200294
Garrison,NE,41.1772348,-97.1672602
Rising City,NE,41.1994582,-97.2961538
Octavia,NE,41.3480661,-97.0589235
Surprise,NE,41.1086243,-97.3111549
Ulysses,NE,41.0719563,-97.201984
Ithaca,NE,41.1627787,-96.5397423
Leshara,NE,41.3297222,-96.4283583
Colon,NE,41.2975026,-96.6058604
Prague,NE,41.3102835,-96.8083629
Malmo,NE,41.2661152,-96.7222503
Mead,NE,41.2277792,-96.4878023
Memphis,NE,41.0949989,-96.431404
Morse Bluff,NE,41.4319484,-96.7664179
Valparaiso,NE,41.0813941,-96.8316893
Weston,NE,41.1941707,-96.7428032
Gurley,NE,41.3222034,-102.9707586
Lodgepole,NE,41.1497086,-102.6363041
Dalton,NE,41.4072018,-102.9738152
Potter,NE,41.2174813,-103.3157655
Paxton,NE,41.1241604,-101.3562761
Brady,NE,41.0222267,-100.3676328
Hershey,NE,41.1586079,-101.002652
Maxwell,NE,41.0788913,-100.5248608
Sutherland,NE,41.1569398,-101.1262683
Wallace,NE,40.8383355,-101.1648782
Wellfleet,NE,40.7522303,-100.7298694
Polk,NE,41.0766813,-97.783944
Shelby,NE,41.1922363,-97.4253245
Dix,NE,41.2352583,-103.4863254
Palmer,NE,41.2222351,-98.2572855
Silver Creek,NE,41.3089032,-97.6578294
Boelus (Howard City),NE,41.0752201,-98.7155124
Cotesfield,NE,41.3572342,-98.6325756
Cushing,NE,41.2972351,-98.3684007
Dannebrog,NE,41.1183456,-98.5459042
Elba,NE,41.2855679,-98.5678508
Farwell,NE,41.2155676,-98.6281299
Ashton,NE,41.2480665,-98.7942467
Litchfield,NE,41.1575093,-99.1556476
Hazard,NE,41.0905657,-99.0792558
Rockville,NE,41.118345,-98.8317472
Boys Town,NE,41.2611099,-96.1319649
Waterloo,NE,41.2869434,-96.2855797
Big Springs,NE,41.0613809,-102.074349
Hampton,NE,40.8789014,-97.8858867
Hordville,NE,41.07557,-97.8853342
Giltner,NE,40.7739007,-98.1536672
Marquette,NE,41.0030693,-98.0095019
Phillips,NE,40.8972344,-98.2147807
Stockham,NE,40.7161219,-97.9397727
Avoca,NE,40.796113,-96.1175089
Greenwood,NE,40.9627758,-96.4411197
Eagle,NE,40.8166665,-96.4302879
Elmwood,NE,40.8416672,-96.2936215
Manley,NE,40.9197221,-96.165845
Murdock,NE,40.925555,-96.2800116
Murray,NE,40.915278,-95.9302863
Nehawka,NE,40.8294461,-95.9916752
South Bend,NE,41.0016652,-96.2452913
Union,NE,40.8133348,-95.9227839
Benedict,NE,41.0058474,-97.6064412
Bradshaw,NE,40.8839016,-97.7469963
Gresham,NE,41.0283465,-97.4022694
Lushton,NE,40.7247325,-97.7250484
Mccool Junction,NE,40.7441762,-97.5975499
Thayer,NE,40.9686242,-97.4972726
Waco,NE,40.8969559,-97.4633831
Doniphan,NE,40.7719572,-98.3695069
Eddyville,NE,41.0113969,-99.6242755
Farnam,NE,40.7058411,-100.2148552
Overton,NE,40.7386198,-99.5376053
Sumner,NE,40.9500085,-99.5053822
Elm Creek,NE,40.7194545,-99.3720431
Pleasanton,NE,40.967511,-99.0864775
Riverdale,NE,40.7844559,-99.1623131
Miller,NE,40.927787,-99.3931555
Shelton,NE,40.7791808,-98.7309078
Beaver Crossing,NE,40.7786191,-97.2822684
Bee,NE,41.0063982,-97.057252
Goehner,NE,40.8322307,-97.2211541
Cordova,NE,40.7172296,-97.3531033
Garland,NE,40.9447298,-96.9855818
Pleasant Dale,NE,40.7919495,-96.9322487
Staplehurst,NE,40.9750104,-97.1725378
Utica,NE,40.8961217,-97.3453243
Bennet,NE,40.6799999,-96.5064018
Hallam,NE,40.5377803,-96.7872462
Davey,NE,40.9875007,-96.666124
Denton,NE,40.7377811,-96.8444676
Firth,NE,40.5325007,-96.60613
Raymond,NE,40.9569475,-96.7827954
Roca,NE,40.6575011,-96.6580734
Malcolm,NE,40.9066713,-96.8627994
Panama,NE,40.5977776,-96.5108481
Sprague,NE,40.6258352,-96.7447432
Elsie,NE,40.847498,-101.3884967
Madrid,NE,40.8499965,-101.5435011
Venango,NE,40.7636078,-102.0407383
Lorton,NE,40.595557,-96.0244507
Douglas,NE,40.5955557,-96.3875124
Dunbar,NE,40.6680577,-96.0300068
Otoe,NE,40.7236135,-96.1169524
Palmyra,NE,40.7044451,-96.3875109
Talmage,NE,40.5305564,-96.0216723
Unadilla,NE,40.6833346,-96.2697318
Eustis,NE,40.6625066,-100.0295705
Maywood,NE,40.6575085,-100.6220914
Moorefield,NE,40.6900081,-100.3993066
Stockville,NE,40.5327852,-100.3834757
Ayr,NE,40.4375138,-98.4403373
Juniata,NE,40.590014,-98.5061754
Kenesaw,NE,40.6211255,-98.6575705
Holstein,NE,40.4652924,-98.6520134
Prosser,NE,40.6872361,-98.576735
Roseland,NE,40.4702922,-98.5592316
Elwood,NE,40.590284,-99.8609545
Smithfield,NE,40.5725064,-99.7423391
Hamlet,NE,40.3849973,-101.2346069
Hayes Center,NE,40.5108385,-101.0196016
Lamar,NE,40.5719404,-101.9785158
Wauneta,NE,40.4183299,-101.3712753
Grafton,NE,40.6280649,-97.7139366
Exeter,NE,40.6441737,-97.4503271
Fairmont,NE,40.6369525,-97.585327
Milligan,NE,40.5002823,-97.3875472
Ohiowa,NE,40.4144482,-97.4528239
Shickley,NE,40.4166737,-97.7225446
Strang,NE,40.4155608,-97.5869905
De Witt,NE,40.3936136,-96.922806
Dorchester,NE,40.6472277,-97.1133703
Swanton,NE,40.3786139,-97.0797558
Tobias,NE,40.4180589,-97.3361553
Western,NE,40.3936138,-97.1980952
Deweese,NE,40.3547334,-98.1386573
Glenvil,NE,40.5041799,-98.2531079
Saronville,NE,40.6011218,-97.9383817
Ong,NE,40.3986192,-97.8358772
Trumbull,NE,40.679457,-98.2733907
Axtell,NE,40.4783461,-99.1267558
Heartwell,NE,40.5705702,-98.787853
Norman,NE,40.4797369,-98.7922971
Wilcox,NE,40.3650122,-99.1700909
Atlanta,NE,40.3666766,-99.4731595
Bertrand,NE,40.5266744,-99.6337228
Loomis,NE,40.4783424,-99.50705
Funk,NE,40.4625119,-99.249261
Johnson,NE,40.4108337,-95.9980593
Julian,NE,40.5227791,-95.867778
Nemaha,NE,40.3383347,-95.6730453
Barneston,NE,40.0483352,-96.5769654
Liberty,NE,40.0847234,-96.4827962
Cortland,NE,40.5055573,-96.7058558
Filley,NE,40.2861111,-96.5352971
Odell,NE,40.0500028,-96.8033594
Pickrell,NE,40.378612,-96.7286354
Virginia,NE,40.2458333,-96.496963
Cook,NE,40.5097222,-96.1636195
Crab Orchard,NE,40.3349998,-96.4216822
Elk Creek,NE,40.2861112,-96.129451
Sterling,NE,40.4591663,-96.3775136
Bladen,NE,40.3222362,-98.594788
Guide Rock,NE,40.0747357,-98.3306068
Cowles,NE,40.17168,-98.445613
Bloomington,NE,40.0941794,-99.0370287
Hildreth,NE,40.337235,-99.0436967
Riverton,NE,40.0894585,-98.7589619
Naponee,NE,40.0766788,-99.1414774
Upland,NE,40.3186247,-98.9011905
Hardy,NE,40.0089018,-97.9269874
Lawrence,NE,40.2919567,-98.2600483
Ruskin,NE,40.1438979,-97.8692079
Nora,NE,40.1616768,-97.9703189
Oak,NE,40.2369518,-97.9033736
Haigler,NE,40.0138799,-101.9393485
Hendley,NE,40.1302843,-99.9698492
Holbrook,NE,40.3047287,-100.010129
Edison,NE,40.2772297,-99.7770633
Oxford,NE,40.2483421,-99.633445
Wilsonville,NE,40.1119506,-100.107078
Belvidere,NE,40.2519471,-97.5578197
Hubbell,NE,40.0091719,-97.4975419
Davenport,NE,40.3127844,-97.8119862
Gilead,NE,40.1463919,-97.4130963
Harbine,NE,40.1922243,-96.9725297
Jansen,NE,40.18528,-97.083644
Daykin,NE,40.3222242,-97.2986525
Diller,NE,40.1094471,-96.9350288
Endicott,NE,40.0833366,-97.0983663
Plymouth,NE,40.3030578,-96.9889187
Reynolds,NE,40.0597261,-97.3355944
Steele City,NE,40.0377816,-97.0247529
Bartley,NE,40.2491727,-100.3120875
Lebanon,NE,40.0505614,-100.276252
Danbury,NE,40.0394503,-100.4043111
Culbertson,NE,40.2297222,-100.838491
Palisade,NE,40.3491653,-101.1076608
Stratton,NE,40.1480519,-101.2268291
Trenton,NE,40.175554,-101.0129379
Huntley,NE,40.2100114,-99.2923179
Ragan,NE,40.3102892,-99.2898181
Republican City,NE,40.0997339,-99.2203698
Orleans,NE,40.129177,-99.4553802
Stamford,NE,40.1330647,-99.5928867
Lewiston,NE,40.2433333,-96.4036266
Du Bois,NE,40.0347221,-96.0483352
Steinauer,NE,40.2077778,-96.2341767
Table Rock,NE,40.1783333,-96.0966714
Barada,NE,40.2186112,-95.5777628
Dawson,NE,40.1311123,-95.8305486
Preston,NE,40.0344469,-95.5172051
Rulo,NE,40.0519451,-95.4269253
Salem,NE,40.0755572,-95.7208212
Shubert,NE,40.23639,-95.6822109
Stella,NE,40.2330574,-95.7733254
Verdon,NE,40.1483349,-95.7127664
Brownlee,NE,42.2880549,-100.6256949
Lindy,NE,42.7341677,-97.7400645
Aten,NE,42.8399983,-97.4408942
Bow Valley,NE,42.7147205,-97.2494975
Berea,NE,42.2141299,-102.9801994
Tryon,NE,41.552772,-100.9576549
Westerville,NE,41.3961189,-99.3809359
Fontanelle,NE,41.538608,-96.4280786
Wann,NE,41.1466661,-96.3558527
Lorenzo,NE,41.0474855,-103.0679793
Sunol,NE,41.1552634,-102.7635293
Belmar,NE,41.2988773,-101.916568
Keystone,NE,41.2161022,-101.5835052
Lemoyne,NE,41.2724893,-101.8132325
Martin,NE,41.2561012,-101.6910078
Roscoe,NE,41.1305481,-101.5857267
Sarben,NE,41.1649935,-101.3071087
Archer,NE,41.1652914,-98.1358939
Saint Libory,NE,41.0819567,-98.3553421
King Lake,NE,41.3136099,-96.3011348
Venice,NE,41.2338891,-96.3536355
La Platte,NE,41.0747212,-95.9236223
Richfield,NE,41.1083321,-96.0752931
Overland,NE,41.0775141,-97.9861687
Willow Island,NE,40.8886183,-100.0715134
Poole,NE,40.979734,-98.9698068
Tamora,NE,40.8938986,-97.2250424
Walton,NE,40.7986111,-96.5619568
Champion,NE,40.4691616,-101.7485059
Enders,NE,40.4552735,-101.5337781
Inland,NE,40.596957,-98.2225538
Holmesville,NE,40.2008337,-96.657801
Inavale,NE,40.0914028,-98.6495118
Max,NE,40.1138843,-101.4026645
Parks,NE,40.0416595,-101.7251724
Loretto,NE,41.7647326,-98.0806195
Raeville,NE,41.8963977,-98.0539534
Odessa,NE,40.7016778,-99.256761
Ames,NE,41.4522236,-96.6244714
Bingham,NE,42.0210928,-102.0885188
Ellsworth,NE,42.0585908,-102.2807463
Lakeside,NE,42.0558101,-102.4249162
Whiteclay,NE,42.9969295,-102.554607
Antioch,NE,42.0683069,-102.5821415
Marsland,NE,42.4438527,-103.2985373
Mills,NE,42.9405573,-99.4439972
Norden,NE,42.868615,-100.0740112
Eli,NE,42.9436147,-101.491259
Sparks,NE,42.9411166,-100.2559607
Arabia,NE,42.7311139,-100.372629
Elsmere,NE,42.1652766,-100.1854091
Amelia,NE,42.23556,-98.9120422
Menominee,NE,42.7869427,-97.3745025
Rose,NE,42.1805572,-99.5256719
Ashby,NE,42.0219276,-101.9276811
Whitman,NE,42.0419371,-101.5232243
Enola,NE,41.9038947,-97.462828
Purdum,NE,42.0650001,-100.2584664
Almeria,NE,41.8258371,-99.5220576
Angora,NE,41.8519134,-103.1252082
Redington,NE,41.5838627,-103.2729895
Perrin,NE,41.8124688,-103.2463219
Haig,NE,41.8794116,-103.7591125
Carlson,NE,41.8730226,-103.5149404
Mintle,NE,41.9457989,-103.6804995
Boone,NE,41.6264005,-97.9175582
Saint Bernard,NE,41.7219534,-97.6289394
Ringgold,NE,41.5086062,-100.791539
Flats,NE,41.5688808,-101.3518361
Bucktail,NE,41.5649908,-101.4304487
Greeley,NE,41.5486236,-98.5311848
Milburn,NE,41.7194473,-99.7312313
Weissert,NE,41.4672295,-99.4431613
Loma,NE,41.1280642,-96.9419724
Touhy,NE,41.1330611,-96.8230802
Swedeburg,NE,41.1361128,-96.6247422
Brownson,NE,41.1874828,-103.1129824
Dickens,NE,40.8261177,-100.9929277
Elk City,NE,41.3716643,-96.2677997
Irvington,NE,41.3211087,-96.0547389
Kronborg,NE,41.0027917,-97.9400567
Mynard,NE,40.9736105,-95.9238984
Darr,NE,40.8208402,-99.8837305
Sweetwater,NE,41.0444553,-99.0075863
Ruby,NE,40.8313963,-97.0769783
Agnew,NE,41.0169486,-96.8147413
Kramer,NE,40.5883367,-96.8753036
Princeton,NE,40.5736127,-96.7047431
West Lincoln,NE,40.8377796,-96.731128
Brandon,NE,40.8033299,-101.9124008
Grainton,NE,40.8230555,-101.2873823
Paul,NE,40.5952793,-95.8966688
Assumption,NE,40.5100145,-98.572288
Hansen,NE,40.6964019,-98.370339
Pauline,NE,40.4164022,-98.3456104
Lowell,NE,40.6475141,-98.8473004
Keene,NE,40.4252909,-99.0659199
Howe,NE,40.3219459,-95.819162
Ellis,NE,40.2183344,-96.8758615
Rockford,NE,40.2516666,-96.6002994
Saint Mary,NE,40.4241664,-96.2900114
Vesta,NE,40.3563887,-96.337513
Rosemont,NE,40.2869572,-98.3642206
Macon,NE,40.205013,-98.9525813
Angus,NE,40.2822308,-97.9794853
Bostwick,NE,40.0483468,-98.1842129
Saint Stephens,NE,40.2536232,-98.2561584
Powell,NE,40.2208348,-97.2847615
Marion,NE,40.0158394,-100.480424
Mascot,NE,40.264454,-99.5462183
Lisco,NE,41.4972022,-102.6201979
Northport,NE,41.6821948,-103.0874308
Skyline,NE,41.2497214,-96.2494692
Elkhorn,NE,41.2863875,-96.2344678
Berlin,NH,44.4686696,-71.1850768
Gorham,NH,44.3878391,-71.173131
Groveton,NH,44.5986652,-71.511195
Lancaster,NH,44.4889465,-71.569251
Whitefield,NH,44.3731161,-71.6100845
Lebanon,NH,43.6422934,-72.2517569
Bristol,NH,43.5911851,-71.7367456
Enfield,NH,43.6406274,-72.1439765
Hanover,NH,43.7022928,-72.2895353
Lisbon,NH,44.2133962,-71.9109231
Littleton,NH,44.3061725,-71.7700885
Plymouth,NH,43.7570166,-71.6881337
Woodsville,NH,44.1522858,-72.0373132
Conway,NH,43.9792376,-71.1203476
North Conway,NH,44.0536805,-71.1284041
Wolfeboro,NH,43.5839671,-71.2072903
Laconia,NH,43.5278546,-71.470351
Meredith,NH,43.6575747,-71.500352
Tilton Northfield,NH,43.4429982,-71.5936408
Concord,NH,43.2081366,-71.5375718
Franklin,NH,43.4442432,-71.6472988
Contoocook,NH,43.2220234,-71.7139655
Henniker,NH,43.1798012,-71.822301
Hooksett,NH,43.0967495,-71.4650684
Pittsfield,NH,43.3059138,-71.3242341
South Hooksett,NH,43.0264727,-71.4353446
Suncook,NH,43.130638,-71.4531241
Claremont,NH,43.3767402,-72.3467561
Charlestown,NH,43.2386868,-72.4245329
Newport,NH,43.3653522,-72.1734205
Dover,NH,43.1978624,-70.8736698
Rochester,NH,43.3045261,-70.9756186
Somersworth,NH,43.2617503,-70.8653372
Durham,NH,43.1339741,-70.9264477
Farmington,NH,43.3898028,-71.0650649
Portsmouth,NH,43.0717552,-70.7625532
Derry,NH,42.8806425,-71.3272856
Epping,NH,43.0334192,-71.0742267
Exeter,NH,42.981477,-70.9478343
Hampton,NH,42.9375899,-70.8389421
Londonderry,NH,42.8650869,-71.3739532
Newmarket,NH,43.082864,-70.9350582
Raymond,NH,43.0361961,-71.1833951
Manchester,NH,42.9956397,-71.4547891
Nashua,NH,42.7653662,-71.467566
Antrim,NH,43.0309142,-71.9389689
Greenville,NH,42.7673087,-71.8122977
Hillsborough,NH,43.1141021,-71.8992022
Hudson,NH,42.7648108,-71.4397876
Milford,NH,42.8353641,-71.6489604
Peterborough,NH,42.8706392,-71.9517459
Pinardville,NH,42.9942506,-71.5072903
Wilton,NH,42.843419,-71.7350741
Keene,NH,42.933692,-72.2781409
Hinsdale,NH,42.7861936,-72.4864773
Jaffrey,NH,42.813973,-72.023136
Marlborough,NH,42.9042483,-72.2078618
West Swanzey,NH,42.8700819,-72.3217525
Winchester,NH,42.7734163,-72.3831422
Beecher Falls,NH,45.0081017,-71.5078617
Colebrook,NH,44.8944918,-71.4959176
West Stewartstown,NH,44.9953241,-71.5311962
Ashland,NH,43.6953512,-71.6306325
Bethlehem,NH,44.2803402,-71.6881414
Canaan,NH,43.6475724,-72.0117512
Lincoln,NH,44.0456225,-71.6700809
Mountain Lakes,NH,44.1214533,-71.9553663
North Woodstock,NH,44.0303449,-71.6859143
Bartlett,NH,44.0781246,-71.2828507
Center Ossipee,NH,43.7550761,-71.1520128
Center Sandwich,NH,43.8075729,-71.4392404
Melvin Village,NH,43.6889651,-71.304237
Sanbornville,NH,43.554246,-71.0308988
Suissevale,NH,43.7233808,-71.3622122
Union,NH,43.4914691,-71.0231206
Alton,NH,43.4523018,-71.2175671
Belmont,NH,43.4453558,-71.4778505
New Hampton,NH,43.60563,-71.6542439
Blodgett Landing,NH,43.3736861,-72.0420291
Bradford,NH,43.2700767,-71.9600824
Loudon,NH,43.285636,-71.4672931
New London,NH,43.4139637,-71.9850838
Warner,NH,43.2806329,-71.8167461
Plainfield,NH,43.5342379,-72.3562023
Milton,NH,43.409803,-70.9883973
Milton Mills,NH,43.5011915,-70.9636749
Hampton Beach,NH,42.9073128,-70.8119967
Newfields,NH,43.0370316,-70.9383906
Seabrook Beach,NH,42.8867575,-70.8156076
Amherst,NH,42.8614748,-71.6253487
Bennington,NH,43.0031371,-71.924524
Goffstown,NH,43.0203609,-71.600349
Hancock,NH,42.9728594,-71.9798028
North Walpole,NH,43.1389666,-72.448144
Troy,NH,42.823972,-72.1811944
Walpole,NH,43.0795232,-72.4259214
North Stratford,NH,44.7517161,-71.6287001
Twin Mountain,NH,44.2722856,-71.53897
Stewartstown,NH,45.0061572,-71.5078617
Pittsburg,NH,45.0511571,-71.3914688
Carroll,NH,44.298396,-71.540637
Dalton,NH,44.4158924,-71.6948098
Errol,NH,44.7814393,-71.1378558
Jefferson,NH,44.4189486,-71.4745254
Milan,NH,44.5733885,-71.185078
Northumberland,NH,44.5633886,-71.558696
Randolph,NH,44.3753393,-71.2797985
Shelburne,NH,44.4011722,-71.0747975
Stark,NH,44.6006095,-71.406193
Stratford,NH,44.6550523,-71.5556414
Alexandria,NH,43.6159066,-71.8284142
Bath,NH,44.1670079,-71.9662009
Benton,NH,44.1031205,-71.9017538
Bridgewater,NH,43.6384067,-71.7364678
Dorchester,NH,43.7567382,-71.9486943
Easton,NH,44.1461756,-71.7900859
Ellsworth,NH,43.8739586,-71.7364691
Franconia,NH,44.2270075,-71.7478646
Grafton,NH,43.5586845,-71.9439721
Groton,NH,43.701739,-71.8356365
Haverhill,NH,44.0345102,-72.0639782
Hebron,NH,43.6939614,-71.8056359
Holderness,NH,43.7320175,-71.5884095
Lyme,NH,43.8095143,-72.1559219
Monroe,NH,44.2603393,-72.0548156
Orange,NH,43.6545168,-71.9714725
Piermont,NH,43.9697892,-72.0806443
Rumney,NH,43.8053486,-71.8125811
Thornton,NH,43.8928475,-71.6759125
Warren,NH,43.9231239,-71.8920283
Waterville Valley,NH,43.9500695,-71.4995204
Wentworth,NH,43.8717359,-71.9142504
Woodstock,NH,43.9775681,-71.6850802
Glen,NH,44.1100686,-71.182572
Albany,NH,43.9578493,-71.1675703
Brookfield,NH,43.558968,-71.0653437
Chatham,NH,44.1645116,-71.0111824
Effingham,NH,43.7611873,-70.996455
Freedom,NH,43.8122971,-71.0356228
Jackson,NH,44.1442347,-71.1809056
Madison,NH,43.8992395,-71.1484029
Moultonborough,NH,43.7547966,-71.3967392
Ossipee,NH,43.685355,-71.1167341
Sandwich,NH,43.7903513,-71.4111842
Tamworth,NH,43.8597958,-71.2631263
Tuftonboro,NH,43.6964657,-71.2220134
Wakefield,NH,43.5681347,-71.0300656
Winona,NH,43.6661853,-71.558131
Barnstead,NH,43.3339692,-71.2928447
Gilford,NH,43.5475771,-71.4067385
Gilmanton,NH,43.4242454,-71.4145155
Sanbornton,NH,43.4892431,-71.5822978
Tilton,NH,43.4422993,-71.5889641
North Sutton,NH,43.3639646,-71.9395269
Andover,NH,43.4370198,-71.8234138
Boscawen,NH,43.3150786,-71.6209083
Canterbury,NH,43.3370233,-71.5653515
Chichester,NH,43.2492477,-71.399791
Danbury,NH,43.5256297,-71.8617482
Epsom,NH,43.2228592,-71.3320111
Hill,NH,43.5242417,-71.7009115
Hopkinton,NH,43.1914688,-71.675353
Newbury,NH,43.3214646,-72.0359175
Northfield,NH,43.4331328,-71.5922975
Pembroke,NH,43.1467489,-71.4575689
Salisbury,NH,43.3800768,-71.7170222
Sutton,NH,43.3342427,-71.9514714
Webster,NH,43.3289663,-71.7178552
Wilmot,NH,43.4517414,-71.9136936
Georges Mills,NH,43.4317408,-72.0673079
Acworth,NH,43.2178539,-72.2920317
Croydon,NH,43.4506289,-72.1631435
Goshen,NH,43.3011865,-72.1478637
Grantham,NH,43.4895173,-72.1375878
Langdon,NH,43.1670215,-72.3795322
Lempster,NH,43.2384093,-72.2106419
Springfield,NH,43.4950735,-72.0334187
Sunapee,NH,43.3875746,-72.0878634
Unity,NH,43.2939638,-72.2603655
Washington,NH,43.1759108,-72.0967507
Barrington,NH,43.2228599,-71.0470077
Lee,NH,43.1231401,-71.0114497
Madbury,NH,43.1692512,-70.9239484
New Durham,NH,43.4367466,-71.1722886
Rollinsford,NH,43.2361957,-70.8203355
Strafford,NH,43.3270251,-71.184232
Rye Beach,NH,42.9767568,-70.7656074
Atkinson,NH,42.8384221,-71.1470037
Auburn,NH,43.0045289,-71.348398
Brentwood,NH,42.9786981,-71.0728369
Candia,NH,43.0778615,-71.2767305
Chester,NH,42.9567525,-71.2572846
Danville,NH,42.9125877,-71.124504
Deerfield,NH,43.146194,-71.2164524
East Kingston,NH,42.925644,-71.0167243
Fremont,NH,42.9909194,-71.1425606
Greenland,NH,43.0361995,-70.8328322
Hampstead,NH,42.8745323,-71.1811714
Hampton Falls,NH,42.9162011,-70.8636648
Kensington,NH,42.9270334,-70.9439447
Kingston,NH,42.9364768,-71.0533918
New Castle,NH,43.0723112,-70.7161635
Newington,NH,43.1000871,-70.8336668
Newton,NH,42.8695335,-71.0345018
North Hampton,NH,42.9725895,-70.8297757
Northwood,NH,43.194249,-71.1508969
Nottingham,NH,43.1145285,-71.099784
Plaistow,NH,42.8364781,-71.0947805
Rye,NH,43.0134228,-70.7708858
Salem,NH,42.7884226,-71.2008933
Sandown,NH,42.928698,-71.1870053
Seabrook,NH,42.8948124,-70.8711648
South Hampton,NH,42.8809229,-70.9625559
Stratham,NH,43.0239766,-70.9136675
Windham,NH,42.8006441,-71.304229
Bedford,NH,42.9464737,-71.5159015
Brookline,NH,42.7348102,-71.6581267
Deering,NH,43.0731364,-71.8445228
Francestown,NH,42.9875825,-71.8125769
Greenfield,NH,42.9506384,-71.8723003
Hollis,NH,42.7431438,-71.5917359
Litchfield,NH,42.8442536,-71.4797889
Lyndeborough,NH,42.9075843,-71.7664642
Mason,NH,42.7436984,-71.7689631
Mont Vernon,NH,42.8945294,-71.6742393
New Boston,NH,42.9761945,-71.6939626
New Ipswich,NH,42.7481421,-71.8542429
Pelham,NH,42.734534,-71.3245067
Sharon,NH,42.8131405,-71.9156337
Temple,NH,42.8181409,-71.8514655
Weare,NH,43.0948033,-71.7306314
Alstead,NH,43.1489663,-72.3606431
Chesterfield,NH,42.8873038,-72.4703661
Dublin,NH,42.9075823,-72.0625817
Fitzwilliam,NH,42.7806396,-72.141749
Gilsum,NH,43.0484123,-72.2628635
Harrisville,NH,42.9450815,-72.0964713
Marlow,NH,43.1159114,-72.1970297
Nelson,NH,42.9906361,-72.1309166
Richmond,NH,42.7548059,-72.2717512
Rindge,NH,42.7511964,-72.0098021
Stoddard,NH,43.0786902,-72.1145281
Sullivan,NH,43.0131353,-72.2209182
Surry,NH,43.0178575,-72.3211975
Swanzey,NH,42.8698041,-72.2817518
Westmoreland,NH,42.9620253,-72.4423102
Guildhall,NH,44.5650552,-71.5598072
North Haverhill,NH,44.0903425,-72.0264783
Merrimack,NH,42.868142,-71.4834002
Lindenwold,NJ,39.8242808,-74.9976673
Bellmawr,NJ,39.8676134,-75.0946183
Branchville,NJ,41.1464852,-74.7523874
Newton,NJ,41.0581527,-74.7526651
Ogdensburg,NJ,41.0817636,-74.5923824
Stanhope,NJ,40.9028765,-74.7090517
Sussex,NJ,41.2098177,-74.6076614
Bloomingdale,NJ,41.002042,-74.3265388
Pompton Lakes,NJ,41.0053753,-74.2907042
